Handle,Title,Vendor,Product Category,Type,Tags
sencha-lemon-tea-nr-56,Sencha Lemon Tea,London Tea,Uncategorized,Tee lose,"belebend, Galaxus, Grüntee, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:3-4, revigorant, Thé vert, WAT:100, ZD:3-4"
sencha-lemon-tea-nr-56,,,,,
sencha-lemon-tea-nr-56,,,,,
maracuja-green-tea-nr-87,Maracuja Green Tea,London Tea,Uncategorized,Tee lose,"belebend, Galaxus, Grüntee, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:3-4, revigorant, Thé vert, WAT:100, ZD:3-4"
maracuja-green-tea-nr-87,,,,,
mango-green-tea-nr-55,Mango Green Tea,London Tea,Uncategorized,Tee lose,"beleben, Galaxus, GG:100g, Grüntee, Mit Aroma, Mittags, Nachmittags, P:3-4, Thé vert, WAT:100, ZD:3-4"
mango-green-tea-nr-55,,,,,
mandarin-green-tea-bergamotte-flavour-nr-58,Mandarin Green Tea,London Tea,Uncategorized,Tee lose,"Abends, belebend, bestseller, China, Chine, Galaxus, Grüntee, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:3-4, revigorant, Thé vert, WAT:100, ZD:3-4"
mandarin-green-tea-bergamotte-flavour-nr-58,,,,,
japanischer-kirschbluten-tee-nr-68,Kirschblüten Tee,London Tea,Uncategorized,Tee lose,"belebend, FR: Thé aux fleurs de cerisier, G:100g, Galaxus, Grüntee, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:3-4, revigorant, Thé vert, WAT:100, ZD:3-4"
japanischer-kirschbluten-tee-nr-68,,,,,
chai-winterdream-nr-53,Chai Winterdream,London Tea,Uncategorized,Tee lose,"Ayurveda, belebend, G:100g, Grüntee, Mit Aroma, Mittags, Nachmittags, P:3-4, revigorant, Thé vert, WAT:100, ZD:3-4"
chai-winterdream-nr-53,,,,,
earl-grey-green-tea-nr-88,Earl Grey Green Tea,London Tea,Uncategorized,Tee lose,"belebend, China, Chine, Galaxus, Grüntee, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:3-4, revigorant, Thé Noir, Thé vert, WAT:100, ZD:3-4"
earl-grey-green-tea-nr-88,,,,,
earl-grey-green-tea-nr-88,,,,,
special-assam-green-tea-stgfop-1-nr-269,Special Assam STGFOP 1 Tea,London Tea,Uncategorized,Tee lose,"Assam, belebend, G:100g, Grüntee, Mittags, Nachmittags, P:4, revigorant, Thé vert, WAT:100, ZD:4"
special-assam-green-tea-stgfop-1-nr-269,,,,,
ceylon-green-spirals-op-nr-271,Ceylon Green Spirals Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, Ceylon, Grüntee, Mittags, Nachmittags, P:2-3, revigorant, Thé de jardin certifié, Thé vert, WAT:100, ZD:3-4, Zertifizierte Sorten"
ceylon-green-spirals-op-nr-271,,,,,
japan-sencha-fuji-distrikt-bio-nr-38,Japan Sencha Bio,London Tea,Uncategorized,Tee lose,"belebend, bestseller, BIO, Bioinspecta, cold brew, Galaxus, Grüntee, H: Japan, Japan, Japon, Mittags, Morgens, P:4, revigorant, Thé de jardin certifié, Thé vert, WAT:85, ZD:3-4, Zertifizierte Sorten"
japan-sencha-fuji-distrikt-bio-nr-38,,,,,
japan-sencha-fuji-distrikt-bio-nr-38,,,,,
japan-sencha-fuji-distrikt-bio-nr-38,,,,,
gyokuro-edle-tautropfen-schattentee-tenryu-nr-286,"Gyokuro ""Edle Tautropfen"" Bio",London Tea,Uncategorized,Tee lose,"belebend, BIO, Bioinspecta, cold brew, Grüntee, H: Japan, H: Schweiz, Japan, Japon, Mittags, Morgens, P:4, rarität, revigorant, Thé de jardin certifié, Thé vert, WAT:80, ZD:1-3"
gyokuro-edle-tautropfen-schattentee-tenryu-nr-286,,,,,
gyokuro-edle-tautropfen-schattentee-tenryu-nr-286,,,,,
bancha-dreijahrestee-fuji-distrikt-nr-288-100g,Japan Bancha,London Tea,,Tee lose,"beruhigend, calmant, cold brew, faible teneur en caféine, Für den ganzen Tag, Galaxus, Grüntee, H: Japan, Japan, Japon, koffeinarm, P:4, Thé vert, WAT:85, ZD:4-5"
bancha-dreijahrestee-fuji-distrikt-nr-288-100g,,,,,
special-jasmine-tea-ying-hao-nr-284,Special Jasmine Tea Ying Hao Bio,London Tea,Uncategorized,Tee lose,"Abends, belebend, BIO, Bioinspecta, G:50g, Grüntee, Nachmittags, P:4, revigorant, Thé de jardin certifié, Thé vert, WAT:85-90, ZD:4-5"
special-jasmine-tea-ying-hao-nr-284,,,,,
jasmine-tea-nr-16,Jasmine Tea Bio,London Tea,Uncategorized,Tee lose,"belebend, bestseller, BIO, Bioinspecta, China, Chine, Galaxus, Grüntee, H: China, Nachmittags, P:4-5, revigorant, Thé de jardin certifié, Thé vert, WAT:90, ZD:4, Zertifizierte Sorten"
jasmine-tea-nr-16,,,,,
jasmine-tea-nr-16,,,,,
jasmine-tea-nr-16,,,,,
yong-xi-huo-qing-nr-297,Yong Xi Huo Qing,London Tea,Uncategorized,Tee lose,"belebend, China, Für den ganzen Tag, G:50g, Grüntee, P:4, rarität, Raritäten, revigorant, Thé vert, WAT:90, ZD:4-5"
yong-xi-huo-qing-nr-297,,,,,
song-yang-ying-hou-weisse-affenpfote-nr-289-50g,"Song Yang Ying Hou ""Weisse Affenpfote""",London Tea,,Tee lose,"belebend, China, Chine, Für den ganzen Tag, G:50g, Grüntee, P:4, rarität, revigorant, Thé vert, WAT:80, ZD:4-5"
song-yang-ying-hou-weisse-affenpfote-nr-289-50g,,,,,
pi-lo-chun-jadespirale-des-fruhlings-nr-291,"Pi Lo Chun ""Jadespirale des Frühlings""",London Tea,,Tee lose,"belebend, FR: Pi Lo Chun ""Spirale de jade du printemps"", Grüntee, P:3, rarität, revigorant, Taiwan, Thé vert, WAT:80-90, ZD:3-4"
pi-lo-chun-jadespirale-des-fruhlings-nr-291,,,,,
pan-long-ying-hao-nr-290,Pan Long Ying Hao,London Tea,,Tee lose,"China, Chine, Für den ganzen Tag, G:50g, Galaxus, Grüntee, P:4, rarität, Thé vert, WAT:90, ZD:4-5"
pan-long-ying-hao-nr-290,,,,,
lung-ching-drachenbrunnen-nr-283-50g,"Lung Ching ""Drachenbrunnen""",London Tea,Uncategorized,Tee lose,"China, Chine, FR: Lung Ching ""Puits du Dragon"", G:50g, Grüntee, P:4, rarität, revigorant, Tee-Raritäten, Thé vert, WAT:75-80, ZD:4"
lung-ching-drachenbrunnen-nr-283-50g,,,,,
gu-zhang-mao-jian-nr-294,Gu Zhang Mao Jian Bio,London Tea,Uncategorized,Tee lose,"belebend, bestseller, BIO, Bioinspecta, China, Chine, faible teneur en caféine, Für den ganzen Tag, G:50g, Galaxus, Grüntee, koffeinarm, P:4, rarität, revigorant, Thé de jardin certifié, Thé vert, WAT:80, ZD:4-5"
gu-zhang-mao-jian-nr-294,,,,,
chun-mee-jiangxi-nr-218,Chun Mee Jiangxi Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, China, Chine, Für den ganzen Tag, Galaxus, Grüntee, P:4, revigorant, Thé de jardin certifié, Thé vert, WAT:85, ZD:4, Zertifizierte Sorten"
chun-mee-jiangxi-nr-218,,,,,
chun-mee-jiangxi-nr-218,,,,,
china-sencha-tea-nr-299,China Sencha Tea Bio,London Tea,,Tee lose,"belebend, BIO, Bioinspecta, China, Chine, Für den ganzen Tag, Galaxus, Grüntee, H: China, P:3-4, revigorant, Thé de jardin certifié, Thé vert, WAT:85, ZD:4-5, Zertifizierte Sorten"
china-sencha-tea-nr-299,,,,,
china-sencha-tea-nr-299,,,,,
guete-oobe-tee-nr-104,Guete Oobe Tee Bio,London Tea,,Tee lose,"beruhigend, bestseller, BIO, Bio Alpenkräuter, Bioinspecta, calmant, faible teneur en caféine, FR: Bonne nuit, GG: 50g, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:4-5, Schweizer, Swiss Ethno, Thé de jardin certifié, WAT:100, ZD:4-7"
guete-oobe-tee-nr-104,,,,,
guete-morge-tee-nr-103,Guete Morge Tee Bio,London Tea,,Tee lose,"belebend, BIO, Bio Alpenkräuter, Bioinspecta, faible teneur en caféine, FR: Thé du matin, Galaxus, GG: 50g, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, Morgens, P:4-5, revigorant, Schweizer, Swiss Ethno, Thé de jardin certifié, WAT:100, ZD:4-7"
guete-morge-tee-nr-103,,,,,
yerba-mate-superieur-grun-nr-122,Yerba Mate Superieur Bio,London Tea,"Food, Beverages & Tobacco > Beverages > Tea & Infusions",Tee lose,"belebend, Galaxus, H: Argentinien, Kräuter Tee, Kräuter Tee lose, kräutertee, lifestyle, mate, Mittags, Morgens, P:3-4, revigorant, WAT:100, ZD:3-5"
yerba-mate-superieur-grun-nr-122,,,,,
yerba-mate-superieur-grun-nr-122,,,,,
pfefferminzblatter-geschnitten-1-qualitat-nr-340,Pfefferminz geschnitten,London Tea,,Tee lose,"belebend, faible teneur en caféine, FR: Coupe de menthe poivrée, Galaxus, Infusion aux herbes, koffeinarm, Kräuter Tee, Kräuter Tee lose, kräutertee, P:4-5, revigorant, WAT:100, ZD:4-5"
pfefferminzblatter-geschnitten-1-qualitat-nr-340,,,,,
pfefferminzblatter-geschnitten-1-qualitat-nr-340,,,,,
nana-minze-nr-350,Nana Minze,London Tea,,Tee lose,"belebend, bestseller, faible teneur en caféine, FR: Menthe Nana, Galaxus, H: Marokko, Infusion aux herbes, koffeinarm, Kräuter Tee, Kräuter Tee lose, kräutertee, P:4-5, revigorant, WAT:100, ZD:7-10"
nana-minze-nr-350,,,,,
hibiskusbluten-ganz-nr-351,Hibiskusblüten,London Tea,,Tee lose,"beruhigend, calmant, faible teneur en caféine, FR: Fleurs d'hibiscus, G:50g, Infusion aux herbes, koffeinarm, Kräuter Tee, Kräuter Tee lose, kräutertee, P:4, WAT:100, ZD:10-45"
hibiskusbluten-ganz-nr-351,,,,,
hagebutten-mischung-vitamin-c-nr-338,Hagebutten,London Tea,,Tee lose,"beruhigend, calmant, faible teneur en caféine, FR: Églantine, Früchte Tee, Früchtetee, Galaxus, Infusion aux fruits, koffeinarm, P:4-5, WAT:100, ZD:7-10"
hagebutten-mischung-vitamin-c-nr-338,,,,,
hagebutten-mischung-vitamin-c-nr-338,,,,,
eisenkraut-verveine-surchoix-1-qualitat-nr-348,Eisenkraut Geschnitten,London Tea,,Tee lose,"faible teneur en caféine, FR:Verbena Cut, Galaxus, Infusion aux herbes, koffeinarm, Kräuter Tee, Kräuter Tee lose, kräutertee, P:4-5, verveine, WAT:100, ZD:4-5"
eisenkraut-verveine-surchoix-1-qualitat-nr-348,,,,,
eisenkraut-verveine-surchoix-1-qualitat-nr-348,,,,,
chrutli-mix-ideal-bei-erkaltungen-nr-33,Chrütli-Mix,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, Erkältung, faible teneur en caféine, FR:Mélange de herbes, Galaxus, GG:60g, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, Kräuter Tee lose, kräutertee, P:4-5, schützend, WAT:100, ZD:6-8"
chrutli-mix-ideal-bei-erkaltungen-nr-33,,,,,
chrutli-mix-ideal-bei-erkaltungen-nr-33,,,,,
tropix-nr-35,Tropix,London Tea,Uncategorized,Tee lose,"beruhigend, calmant, faible teneur en caféine, Früchte Tee, Früchtetee, G:125g, Galaxus, H: Schweiz, Infusion aux fruits, koffeinarm, P;4-5, WAT:100, ZD:7-10"
tropix-nr-35,,,,,
orange-mango-nr-95,Orange Mango Tee,London Tea,Uncategorized,Tee lose,"faible teneur en caféine, Früchte Tee, Früchtetee, Galaxus, H: Schweiz, Infusion aux fruits, koffeinarm, P:4-5, WAT:4-5, ZD:7-10"
orange-mango-nr-95,,,,,
orange-mango-nr-95,,,,,
cranberry-cream-nr-63,Cranberry Cream,London Tea,Uncategorized,Tee lose,"faible teneur en caféine, FR:Thé Cranberry Cassis, Früchte Tee, Früchtetee, Galaxus, H: Schweiz, Infusion aux fruits, koffeinarm, P:4-5, WAT:100, ZD:7-10"
cranberry-cream-nr-63,,,,,
cranberry-cream-nr-63,,,,,
herbstmischung-nr-48,Herbstmischung,London Tea,Uncategorized,tee lose,"beruhigend, calmant, faible teneur en caféine, FR: Mélange d'automne, Früchte Tee, Früchtetee, Galaxus, GG: 100g, H: Schweiz, Infusion aux fruits, koffeinarm, P:4-5, Thé de base certifié, WAT:100, ZD:7-10, Zeit mit Tee Wärme zu tanken, Zertifizierter Basistee"
herbstmischung-nr-48,,,,,
herbstmischung-nr-48,,,,,
fruchtix-nr-36,Fruchtix,London Tea,Uncategorized,Tee lose,"faible teneur en caféine, Früchte Tee, Früchtetee, Galaxus, H: Schweiz, Infusion aux fruits, koffeinarm, P:4-5, WAT:100, ZD:7-10"
fruchtix-nr-36,,,,,
blutorangen-tee-nr-93,Blutorangen Tee,London Tea,Uncategorized,Tee lose,"faible teneur en caféine, FR:Thé à l'orange sanguine, Früchte Tee, Früchtetee, Galaxus, H: Schweiz, Infusion aux fruits, koffeinarm, P:4-5, WAT:100, ZD:7-10"
blutorangen-tee-nr-93,,,,,
blutorangen-tee-nr-93,,,,,
apfel-zimt-punschtee-nr-97-125g,Apfel Zimt Tee,London Tea,Uncategorized,Tee lose,"faible teneur en caféine, FR:Thé pomme-cannelle, Früchte Tee, Früchtetee, Galaxus, H: Schweiz, Infusion aux fruits, koffeinarm, P:4-5, WAT:100, ZD:7-10"
apfel-zimt-punschtee-nr-97-125g,,,,,
winter-zauber-das-original-nr-32,Winter Zauber,London Tea,Uncategorized,Tee lose,"bestseller, faible teneur en caféine, FR: MAGIE D‘HIVER (L‘ORIGINAL), Früchte Tee, Früchtetee, Galaxus, H: Schweiz, Infusion aux fruits, koffeinarm, P:4-5, WAT:100, winter, Winter - Weihnachten, ZD:7-10"
winter-zauber-das-original-nr-32,,,,,
winter-zauber-das-original-nr-32,,,,,
winter-zauber-das-original-nr-32,,,,,
winter-zauber-das-original-nr-32,,,,,
winter-zauber-das-original-nr-32,,,,,
weihnachtstee-nr-98,Weihnachtstee,London Tea,Uncategorized,Tee lose,"bestseller, FR:Thé de Noël, Früchte Tee, Früchtetee, Galaxus, H: Schweiz, Infusion aux fruits, P:4-5, Saisonaler Tee, WAT:4-5, winter, Winter - Weihnachten, ZD:7-10"
weihnachtstee-nr-98,,,,,
weihnachtstee-nr-98,,,,,
weihnachtstee-nr-98,,,,,
weihnachtstee-nr-98,,,,,
weihnachtstee-nr-98,,,,,
rooibos-zimt-kaneel-nr-127,Rooibos Zimt,London Tea,Uncategorized,Tee lose,"Afrique du Sud, beruhigend, calmant, faible teneur en caféine, G:100g, Galaxus, GG: 100g, H: Schweiz, koffeinarm, P:4-5, Rooibos, Südafrika, WAT:100, ZD:5-10"
rooibos-zimt-kaneel-nr-127,,,,,
rooibos-vanilla-nr-125,Rooibos Vanilla,London Tea,Uncategorized,Tee lose,"Afrique du Sud, beruhigend, bestseller, calmant, faible teneur en caféine, Galaxus, GG: 100g, H: Schweiz, koffeinarm, P:4-5, Rooibos, Südafrika, WAT.100, ZD:5-10"
rooibos-vanilla-nr-125,,,,,
rooibos-vanilla-nr-125,,,,,
rooibos-lemon-nr-126,Rooibos Lemon Limited Edition,London Tea,Uncategorized,Tee lose,"Afrique du Sud, beruhigend, calmant, faible teneur en caféine, koffeinarm, P:4-5, Rooibos, Südafrika, Thé de base certifié, WAT:100, ZD:5-10"
rooibos-candle-fire-orange-zimt-nr-129,Rooibos Candle Fire,London Tea,Uncategorized,Tee lose,"Afrique du Sud, beruhigend, bestseller, calmant, faible teneur en caféine, Galaxus, H: Schweiz, koffeinarm, P:4-5, Rooibos, Südafrika, WAT:100, ZD:5-10"
rooibos-candle-fire-orange-zimt-nr-129,,,,,
rooibos-candle-fire-orange-zimt-nr-129,,,,,
advents-tee-nr-57,Advents Tee,London Tea,,Tee lose,"Ayurveda, faible teneur en caféine, FR:Thé de l'Avent, G:70g, Galaxus, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:4-5, WAT:100, Weihnachten, ZD:5-10"
advents-tee-nr-57,,,,,
rooibos-choicest-super-grade-neutral-nr-121,Rooibos Choicest Bio,London Tea,,Tee lose,"Afrique du Sud, beruhigend, BIO, Bioinspecta, calmant, faible teneur en caféine, Galaxus, GG: 100g, H: Afrika, koffeinarm, P:4-5, Rooibos, Südafrika, Thé de jardin certifié, WAT:100, ZD:5-10, Zertifizierte Sorten"
rooibos-choicest-super-grade-neutral-nr-121,,,,,
rooibos-choicest-super-grade-neutral-nr-121,,,,,
yogi-reiner-gewurztee-nr-123,Yogi Reiner Gewürztee,London Tea,Uncategorized,Tee lose,"Ayurveda, faible teneur en caféine, FR: Yogi Pure Spice Tea, Galaxus, GG: 100g, H: Schweiz, koffeinarm, lifestyle, Mittags, Nachmittags, P:4, WAT:100, ZD:4-5"
yogi-reiner-gewurztee-nr-123,,,,,
chai-tee-classic-schwarztee-nr-204,Chai Classic Schwarztee,London Tea,Uncategorized,Tee lose,"Ayurveda, belebend, Ceylon, FR:Thé Chai Thé noir classique, Galaxus, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:3-4, revigorant, Schwarztee, Thé Noir, WAT:90, ZD:2-3"
chai-tee-classic-schwarztee-nr-204,,,,,
chai-tee-classic-schwarztee-nr-204,,,,,
schloof-tee-schlaftee-nr-110,Schloof Tee / Schlaf Tee,London Tea,Uncategorized,Tee lose,"Abends, beruhigend, bestseller, calmant, Erkältung, faible teneur en caféine, FR: INFUSION ""SOMMEIL, Galaxus, H: Schweiz, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, P:4, schützend, WAT:100, Wellness, ZD:4-5"
schloof-tee-schlaftee-nr-110,,,,,
schloof-tee-schlaftee-nr-110,,,,,
perfect-body-nr-109,Perfect Body,London Tea,,Tee lose,"beruhigend, calmant, Detox, faible teneur en caféine, Für den ganzen Tag, Galaxus, GG: 60g, H: Schweiz, koffeinarm, lifestyle, P:4-5, WAT:100, ZD:4"
perfect-body-nr-109,,,,,
bambus-tee-original-aus-china-nr-176-25g,Bambus Tee,London Tea,,Tee lose,"China, Chine, detox, faible teneur en caféine, FR:Thé de bambou, Für den ganzen Tag, Galaxus, Infusion aux herbes, koffeinarm, Kräuter Tee, kräutertee, lifestyle, P:4, WAT:80-90, ZD:1-3"
bambus-tee-original-aus-china-nr-176-25g,,,,,
bambus-tee-original-aus-china-nr-176-25g,,,,,
vital-green-tea-nr-61,Vital Green Tea,London Tea,,Tee lose,"belebend, G:80g, Galaxus, Grüntee, H: Schweiz, Mittags, Morgens, Nachmittags, P:4, revigorant, WAT:100, Wellness, ZD:4-5"
vital-green-tea-nr-61,,,,,
relax-green-tea-nr-59,Relax Green Tea,London Tea,,Tee lose,"beruhigend, calmant, Erkältung, Für den ganzen Tag, Galaxus, GG: 70g, H: Schweiz, P:4, WAT:100, Wellness, ZD:4-5"
relax-green-tea-nr-59,,,,,
feel-good-erfrischungtee-nr-180,Feel Good Ice Tea,London Tea,,Tee lose,"beruhigend, calmant, Eistee, Erkältung, faible teneur en caféine, Galaxus, H: Schweiz, koffeinarm, kräutertee, Mittags, Morgens, Nachmittags, P:4, WAT:100, Wellness, ZD:4-5"
feel-good-erfrischungtee-nr-180,,,,,
feel-good-erfrischungtee-nr-180,,,,,
jian-gu-lan-sussliches-wildwuchskraut-nr-178,Jian Gu Lan,London Tea,Uncategorized,Tee lose,"China, Chine, Für den ganzen Tag, G:50g, Galaxus, Kräuter Tee, Kräuter Tee lose, P:4, WAT:100, Wellness, ZD:4-5"
jian-gu-lan-sussliches-wildwuchskraut-nr-178,,,,,
stevia-susskraut-beste-qualitat-nr-91,Stevia Süsskraut Bio,London Tea,Uncategorized,Mehr,"belebend, Bioinspecta, faible teneur en caféine, G:50g, Galaxus, Kandis + Stevia, koffeinarm, lifestyle, revigorant, Stevia, WAT:100"
stevia-susskraut-beste-qualitat-nr-91,,,,,
pu-er-pu-erh-orangenblute-nr-267,Pu Erh Orangenblüten,London Tea,Uncategorized,Tee lose,"Für den ganzen Tag, G:100g, Galaxus, H: Schweiz, P:3-4, Pu Er, WAT:100, ZD:3-4"
pu-er-pu-erh-orangenblute-nr-267,,,,,
pu-er-pu-erh-tea-1-qualitat-nr-266,Pu Erh Bio,London Tea,Uncategorized,Tee lose,"BIO, Bioinspecta, Für den ganzen Tag, Galaxus, H: China, P:3-4, Pu Er, Thé de jardin certifié, WAT:100, ZD:3-4, Zertifizierte Sorten"
pu-er-pu-erh-tea-1-qualitat-nr-266,,,,,
king-of-pu-er-pu-erh-tea-kaiserlicher-tee-nr-3800-50g,King of Pu Erh,London Tea,Uncategorized,Tee lose,"belebend, China, Chine, Für den ganzen Tag, G:50g, P:3-4, Pu Er, rarität, Raritäten, revigorant, Tee-Raritäten, WAT:100, ZD:3-4"
white-downy-kwangsi-nr-293,White Downy Bio,London Tea,,Tee lose,"Abends, beruhigend, BIO, calmant, G:50g, Galaxus, P:3-4, Raritäten, Thé blanc, Thé de jardin certifié, WAT:90, Weisser Tee, ZD:4"
white-downy-kwangsi-nr-293,,,,,
english-breakfast-tea-nr-10,English Breakfast Tea,London Tea,,Tee lose,"belebend, bestseller, Ceylon, Galaxus, H: Sri Lanka, Morgens, P:3-4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:3-4"
english-breakfast-tea-nr-10,,,,,
english-breakfast-tea-nr-10,,,,,
english-breakfast-tea-nr-10,,,,,
oolong-tea-choicest-imperial-quality-nr-17,Oolong Choicest Imperial,London Tea,,Tee lose,"Abends, beruhigend, calmant, Nachmittags, Oolong, Oolong Tee, P:7, WAT:100, ZD:3-4"
oolong-tea-choicest-imperial-quality-nr-17,,,,,
oolong-tea-choicest-imperial-quality-nr-17,,,,,
finest-spring-jade-tea-cui-yu-nr-272,Jade Oolong,London Tea,Uncategorized,Tee lose,"Abends, belebend, China, Chine, G:100g, H: China, Nachmittags, Oolong, Oolong Tee, P:4, revigorant, WAT:90, ZD:1-3"
wintermischung-nr-65,Wintermischung,London Tea,Uncategorized,Tee lose,"bestseller, FR: Mélange d'hiver, Galaxus, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:4, Schwarztee, Thé Noir, WAT:100, ZD:4"
wintermischung-nr-65,,,,,
wintermischung-nr-65,,,,,
vanilla-tea-nr-47,Vanilla Tea,London Tea,Uncategorized,Tee lose,"belebend, Bio Basistee, Galaxus, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
vanilla-tea-nr-47,,,,,
vanilla-tea-nr-47,,,,,
tropenfeuer-tee-nr-62,Tropenfeuer Tee,London Tea,Uncategorized,Tee lose,"belebend, FR: Thé Tropical Fire, G:100g, Galaxus, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
tropenfeuer-tee-nr-62,,,,,
sweet-orange-tea-nr-44,Sweet Orange Tea,London Tea,Uncategorized,Tee lose,"belebend, Galaxus, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
sweet-orange-tea-nr-44,,,,,
sweet-lemon-tea-nr-45,Sweet Lemon Tea,London Tea,Uncategorized,Tee lose,"Abends, belebend, Galaxus, GG: 100g, H: Schweiz, Mit Aroma, Nachmittags, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
sweet-lemon-tea-nr-45,,,,,
monchstee-nr-42,Mönchstee,London Tea,Uncategorized,Tee lose,"Abends, belebend, FR: Thé du moine, Galaxus, GG: 100g, H: Schweiz, Mit Aroma, Nachmittags, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
monchstee-nr-42,,,,,
mango-tea-nr-70,Mango Tea,London Tea,Uncategorized,Tee lose,"belebend, bestseller, Galaxus, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-6"
mango-tea-nr-70,,,,,
kaneel-tea-zimt-tee-nr-54-100g,Zimt Tee,London Tea,Uncategorized,Tee lose,"belebend, FR:Thé à la cannelle, G:100g, Galaxus, H: Schweiz, Mit Aroma, Mittags, Nachmittags, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
kaneel-tea-zimt-tee-nr-54-100g,,,,,
cranberry-cassis-tee-nr-67,Cranberry Cassis Tee,London Tea,Uncategorized,Tee lose,"faible teneur en caféine, H: Schweiz, koffeinarm, Mit Aroma, Mittags, Nachmittags, P:3-4, Schwarztee, Thé Noir, WAT:100, ZD:3-4"
cranberry-cassis-tee-nr-67,,,,,
kenya-tea-marynin-nr-76-100g,Kenya Marynin Tea,London Tea,,Tee lose,"Aus aller Welt, belebend, Morgens, P:4, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:3-4"
kenya-tea-marynin-nr-76-100g,,,,,
superieur-yunnan-tea-dian-hong-nr-79,Superieur Yunnan Tea,London Tea,Uncategorized,Tee lose,"belebend, China, Chine, G:50g, Galaxus, Mittags, Morgens, Nachmittags, P:4-5, rarität, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4"
superieur-yunnan-tea-dian-hong-nr-79,,,,,
original-china-rose-congou-tea-nr-41,China Rose Congou Tea,London Tea,Uncategorized,Tee lose,"belebend, China, Chine, Galaxus, Nachmittags, P:4-5, revigorant, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
original-china-rose-congou-tea-nr-41,,,,,
original-china-rose-congou-tea-nr-41,,,,,
keemun-xiang-luo-nr-262-50g,Keemun Xiang Luo,London Tea,Uncategorized,Tee lose,"Abends, beruhigend, BIO, calmant, China, Chine, Mittags, Nachmittags, P:4-5, rarität, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
keemun-xiang-luo-nr-262-50g,,,,,
keemun-downy-buds-tea-hao-ya-a-nr-84-50g,"Keemun Downy Buds Tea ""Hao Ya A""",London Tea,Uncategorized,Tee lose,"Abends, beruhigend, calmant, China, Chine, Nachmittags, P:4-5, rarität, Schwarztee, Thé Noir, WAT:100, ZD:4-5"
keemun-downy-buds-tea-hao-ya-a-nr-84-50g,,,,,
keemun-downy-buds-tea-hao-ya-a-nr-84-50g,,,,,
delicious-china-keemun-imperial-tea-nr-4,Delicious China Keemun Tea,London Tea,,Tee lose,"Abends, beruhigend, calmant, China, Chine, faible teneur en caféine, koffeinarm, P:4-5, Thé Noir, WAT:100, ZD:4-5"
